City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Porto Novo,BJ,6.4965,2.6036,78.62,77,97,12.37,light rain,2021-08-08 15:42:09
261,Micheweni,TZ,-4.9667,39.8333,75.18,76,9,11.16,clear sky,2021-08-08 15:42:14
262,Lobnya,RU,56.0097,37.4819,75.18,68,0,6.71,clear sky,2021-08-08 15:42:15
263,Severnyy,RU,50.677,36.5532,86.04,42,0,8.95,clear sky,2021-08-08 15:42:15
264,Areosa,PT,41.7178,-8.8571,80.67,67,26,16.8,scattered clouds,2021-08-08 15:42:16
265,Letlhakane,BW,-21.4167,25.5833,71.38,18,0,6.22,clear sky,2021-08-08 15:42:16
266,Leirvik,NO,59.7798,5.5005,70.21,56,40,9.22,scattered clouds,2021-08-08 15:42:16
267,Portadown,GB,54.4241,-6.4412,63.99,80,86,15.23,overcast clouds,2021-08-08 15:42:17
268,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,12.66,scattered clouds,2021-08-08 15:40:28
269,Kalabo,ZM,-14.97,22.6814,80.94,13,2,5.32,clear sky,2021-08-08 15:42:17
270,Barcelos,PT,41.5388,-8.6151,81.28,52,10,12.66,clear sky,2021-08-08 15:39:22
271,Kinkala,CG,-4.3614,14.7644,86.31,30,13,9.26,few clouds,2021-08-08 15:42:18
272,Takoradi,GH,4.8845,-1.7554,80.78,71,83,14.65,broken clouds,2021-08-08 15:32:29
273,Russell,US,32.3502,-85.1999,87.08,65,1,0.0,clear sky,2021-08-08 15:42:18
274,Asosa,ET,10.0667,34.5333,61.93,91,100,2.01,overcast clouds,2021-08-08 15:42:18
275,Kaiwaka,NZ,-36.1667,174.45,48.69,88,95,10.71,light rain,2021-08-08 15:42:19
276,Cherskiy,RU,68.75,161.3,47.3,65,20,3.47,few clouds,2021-08-08 15:42:19
277,Birao,CF,10.2849,22.7882,75.7,90,72,4.43,moderate rain,2021-08-08 15:42:19
278,Cheremukhovo,RU,60.3484,59.9851,57.34,87,52,5.23,broken clouds,2021-08-08 15:42:20
279,Portobelo,PA,9.55,-79.65,84.85,82,57,5.99,broken clouds,2021-08-08 15:42:20
280,Tari,NG,12.4086,4.4914,88.97,53,96,8.28,overcast clouds,2021-08-08 15:42:20
281,Cidreira,BR,-30.1811,-50.2056,67.89,69,1,7.76,clear sky,2021-08-08 15:42:21
282,Umtata,ZA,-31.5889,28.7844,82.96,6,0,8.05,clear sky,2021-08-08 15:42:21
283,Souillac,MU,-20.5167,57.5167,70.36,100,75,3.44,moderate rain,2021-08-08 15:42:22
284,Chatra,IN,24.2167,84.8667,78.78,91,84,4.23,broken clouds,2021-08-08 15:42:22
285,Vangaindrano,MG,-23.35,47.6,66.34,86,0,5.26,clear sky,2021-08-08 15:42:23
286,Roebourne,AU,-20.7833,117.1333,68.58,66,0,3.27,clear sky,2021-08-08 15:42:23
287,Port Hardy,CA,50.6996,-127.4199,59.18,82,90,10.36,overcast clouds,2021-08-08 15:42:23
288,Chumikan,RU,54.7183,135.315,50.79,83,100,9.69,overcast clouds,2021-08-08 15:42:24
289,Nishihara,JP,26.1842,127.7558,80.65,97,75,12.66,mist,2021-08-08 15:42:24
290,Porto Santo,PT,33.072,-16.3415,77.38,57,40,12.66,scattered clouds,2021-08-08 15:42:24
291,Tarbagatay,RU,51.4803,107.3602,58.53,70,48,4.41,scattered clouds,2021-08-08 15:42:24
292,Boa Vista,BR,2.8197,-60.6733,84.18,65,90,3.44,overcast clouds,2021-08-08 15:32:36
293,Pyshma,RU,56.9523,63.2513,63.45,97,97,6.24,overcast clouds,2021-08-08 15:42:25
294,Prince Albert,CA,53.2001,-105.7677,60.75,77,75,12.66,broken clouds,2021-08-08 15:42:25
295,Aksha,RU,50.2814,113.2867,58.5,77,72,4.12,light rain,2021-08-08 15:42:26
296,Kumluca,TR,36.3703,30.2869,87.62,48,0,7.87,clear sky,2021-08-08 15:42:26
297,Inuvik,CA,68.3499,-133.7218,46.44,87,75,3.44,broken clouds,2021-08-08 15:42:27
298,Dickinson,US,29.4608,-95.0513,92.17,69,75,1.99,broken clouds,2021-08-08 15:42:27
299,Charters Towers,AU,-20.1,146.2667,56.82,94,6,7.47,clear sky,2021-08-08 15:42:28
300,Lekoni,GA,-1.5843,14.2591,86.97,37,57,4.18,broken clouds,2021-08-08 15:42:28
301,Taoudenni,ML,22.6783,-3.9836,117.46,5,3,14.34,clear sky,2021-08-08 15:42:28
302,Whitehorse,CA,60.7161,-135.0538,56.1,82,75,2.3,broken clouds,2021-08-08 15:42:28
303,Birjand,IR,32.8663,59.2211,88.27,8,0,13.8,clear sky,2021-08-08 15:42:29
304,Paramonga,PE,-10.6667,-77.8333,65.79,75,81,10.2,broken clouds,2021-08-08 15:42:29
305,Grand Gaube,MU,-20.0064,57.6608,70.38,90,87,4.0,light rain,2021-08-08 15:42:29
306,Bilibino,RU,68.0546,166.4372,43.29,58,71,4.32,broken clouds,2021-08-08 15:42:30
307,Veraval,IN,20.9,70.3667,81.14,81,91,8.08,overcast clouds,2021-08-08 15:42:30
308,Jalu,LY,29.0331,21.5482,101.03,14,0,11.21,clear sky,2021-08-08 15:33:44
309,Shido,JP,34.3233,134.1733,82.4,89,100,26.24,moderate rain,2021-08-08 15:42:31
310,Manhush,UA,47.0558,37.3107,77.41,75,98,9.55,overcast clouds,2021-08-08 15:42:31
311,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.32,21,35,13.56,scattered clouds,2021-08-08 15:42:31
312,Bocaiuva,BR,-17.1078,-43.815,76.71,36,14,12.12,few clouds,2021-08-08 15:42:32
313,Emba,KZ,48.8264,58.1442,79.34,28,11,8.66,few clouds,2021-08-08 15:42:32
314,Podujevo,XK,42.9106,21.1931,94.39,19,0,1.66,clear sky,2021-08-08 15:42:33
315,Marakkanam,IN,12.2,79.95,85.96,76,78,17.85,broken clouds,2021-08-08 15:42:33
316,Las Tunas,CU,20.9617,-76.9511,89.73,55,10,9.82,clear sky,2021-08-08 15:42:33
317,Lieksa,FI,63.3167,30.0167,59.07,95,99,9.31,overcast clouds,2021-08-08 15:42:34
318,Liwale,TZ,-9.7667,37.9333,74.71,40,72,4.97,broken clouds,2021-08-08 15:42:34
319,Shupiyan,IN,33.7167,74.8333,61.02,83,6,7.02,clear sky,2021-08-08 15:42:35
320,Udachnyy,RU,66.4167,112.4,51.13,88,34,4.38,scattered clouds,2021-08-08 15:42:35
321,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,45,75,6.91,broken clouds,2021-08-08 15:42:35
322,Natal,BR,-5.795,-35.2094,81.25,74,75,23.02,broken clouds,2021-08-08 15:38:29
323,Tazovskiy,RU,67.4667,78.7,58.75,70,5,8.43,clear sky,2021-08-08 15:33:07
324,Bubaque,GW,11.2833,-15.8333,79.99,73,21,11.56,few clouds,2021-08-08 15:33:12
325,Tiksi,RU,71.6872,128.8694,45.5,87,10,6.13,clear sky,2021-08-08 15:42:36
326,Kahului,US,20.8947,-156.47,73.42,77,20,6.91,few clouds,2021-08-08 15:42:36
327,Aktau,KZ,43.65,51.2,97.38,29,8,3.6,clear sky,2021-08-08 15:42:37
328,Karaton,ID,-6.3424,106.1045,80.76,92,15,1.36,few clouds,2021-08-08 15:33:50
329,Nanortalik,GL,60.1432,-45.2371,44.38,86,41,12.21,scattered clouds,2021-08-08 15:32:44
330,Eureka,US,40.8021,-124.1637,58.57,95,99,7.76,overcast clouds,2021-08-08 15:39:37
331,Tukrah,LY,32.5341,20.5791,84.04,60,0,19.93,clear sky,2021-08-08 15:42:38
332,Humaita,BR,-7.5061,-63.0208,98.78,21,4,3.78,clear sky,2021-08-08 15:42:38
333,Kavieng,PG,-2.5744,150.7967,81.19,76,87,10.45,light rain,2021-08-08 15:42:03
334,Pangnirtung,CA,66.1451,-65.7125,44.08,77,98,3.6,overcast clouds,2021-08-08 15:33:36
335,Gat,IL,31.61,34.7642,87.4,40,0,10.36,clear sky,2021-08-08 15:42:39
336,Voznesenye,RU,61.0106,35.4781,65.44,93,76,4.09,broken clouds,2021-08-08 15:42:39
337,Kloulklubed,PW,7.0419,134.2556,77.5,80,100,18.1,light rain,2021-08-08 15:42:40
338,Inhambane,MZ,-23.865,35.3833,73.38,68,20,7.72,few clouds,2021-08-08 15:42:40
339,Tocopilla,CL,-22.092,-70.1979,63.59,63,19,12.75,few clouds,2021-08-08 15:42:40
340,Farafangana,MG,-22.8167,47.8333,68.27,79,0,6.35,clear sky,2021-08-08 15:42:40
341,Saint Anthony,US,45.0205,-93.218,74.79,93,1,5.01,clear sky,2021-08-08 15:30:13
342,Egvekinot,RU,66.3167,-179.1667,36.48,75,3,12.91,clear sky,2021-08-08 15:33:26
343,Huarmey,PE,-10.0681,-78.1522,67.78,72,56,10.67,broken clouds,2021-08-08 15:42:41
344,Aklavik,CA,68.2191,-135.0107,46.4,93,75,3.44,broken clouds,2021-08-08 15:42:41
345,Pacific Grove,US,36.6177,-121.9166,64.63,88,75,3.0,broken clouds,2021-08-08 15:42:42
346,Jaciara,BR,-15.9653,-54.9683,92.37,21,0,7.02,clear sky,2021-08-08 15:42:42
347,Tanem,NO,63.3078,10.4319,66.13,71,76,2.89,broken clouds,2021-08-08 15:42:43
348,Borogontsy,RU,62.6683,131.1683,54.09,48,5,5.75,clear sky,2021-08-08 15:42:43
349,Gijon,ES,43.5357,-5.6615,69.01,64,42,1.99,scattered clouds,2021-08-08 15:40:52
350,Muret,FR,43.3333,1.25,77.76,58,91,6.44,overcast clouds,2021-08-08 15:42:43
351,Bastia,FR,42.6667,9.3333,91.2,64,0,6.91,clear sky,2021-08-08 15:38:26
352,Manggar,ID,-2.8833,108.2667,82.13,80,100,9.42,overcast clouds,2021-08-08 15:42:44
353,Athabasca,CA,54.7169,-113.2854,57.02,87,99,11.56,overcast clouds,2021-08-08 15:34:06
354,Evensk,RU,61.95,159.2333,52.36,72,47,11.18,scattered clouds,2021-08-08 15:42:44
355,Fort Nelson,CA,58.8053,-122.7002,47.79,100,75,2.3,broken clouds,2021-08-08 15:41:14
356,Limerick,IE,52.6647,-8.6231,62.55,65,74,13.65,light rain,2021-08-08 15:39:44
357,Coquimbo,CL,-29.9533,-71.3436,58.73,72,40,8.05,scattered clouds,2021-08-08 15:42:45
358,Aberdeen,GB,57.1437,-2.0981,65.82,83,40,9.22,scattered clouds,2021-08-08 15:41:02
359,Sawtell,AU,-30.3833,153.1,56.19,92,90,5.75,overcast clouds,2021-08-08 15:42:45
360,Saint-Joseph,RE,-21.3667,55.6167,70.18,80,24,6.46,few clouds,2021-08-08 15:32:57
361,Sigli,ID,5.3848,95.9609,79.2,86,100,5.95,overcast clouds,2021-08-08 15:42:46
362,Garowe,SO,8.4054,48.4845,88.14,33,53,17.67,broken clouds,2021-08-08 15:42:46
363,Concarneau,FR,47.875,-3.9225,66.06,81,100,14.65,overcast clouds,2021-08-08 15:42:46
364,Great Falls,US,47.5002,-111.3008,71.92,67,40,16.11,scattered clouds,2021-08-08 15:39:03
365,Dingle,PH,10.9995,122.6711,76.51,91,96,4.7,light rain,2021-08-08 15:42:47
366,Hailar,CN,49.2,119.7,63.14,90,100,7.2,moderate rain,2021-08-08 15:33:44
367,Durango,MX,24.8333,-104.8333,70.65,55,62,3.42,broken clouds,2021-08-08 15:38:13
368,Berlevag,NO,70.8578,29.0864,73.4,57,10,11.86,clear sky,2021-08-08 15:42:48
369,Magadan,RU,59.5667,150.8,52.81,79,32,4.68,scattered clouds,2021-08-08 15:42:48
370,Labuhan,ID,-6.8844,112.2051,79.47,86,6,7.76,clear sky,2021-08-08 15:42:48
371,Tomigusuku,JP,26.185,127.675,81.14,96,40,13.8,scattered clouds,2021-08-08 15:42:49
372,Locri,IT,38.2414,16.2623,89.55,51,0,8.16,clear sky,2021-08-08 15:42:49
373,Port Lincoln,AU,-34.7333,135.8667,54.32,66,58,10.02,broken clouds,2021-08-08 15:38:32
374,Witu,KE,-2.3889,40.4382,78.96,81,15,12.57,few clouds,2021-08-08 15:42:50
375,Pauini,BR,-7.7136,-66.9764,99.23,21,4,1.83,clear sky,2021-08-08 15:33:21
376,Kidal,ML,18.4411,1.4078,98.42,30,91,14.16,overcast clouds,2021-08-08 15:42:50
377,Meulaboh,ID,4.1363,96.1285,80.33,85,100,8.39,light rain,2021-08-08 15:42:06
378,Impfondo,CG,1.6381,18.0667,81.5,62,75,2.59,light rain,2021-08-08 15:42:51
379,Velsk,RU,61.0701,42.0983,57.47,98,100,7.74,light rain,2021-08-08 15:42:51
380,Moree,AU,-29.4667,149.85,42.82,93,19,4.61,few clouds,2021-08-08 15:42:51
381,Olinda,BR,-8.0089,-34.8553,82.13,61,20,16.11,few clouds,2021-08-08 15:32:53
382,Saverne,FR,48.8333,7.25,69.35,72,70,11.79,broken clouds,2021-08-08 15:42:52
383,Salalah,OM,17.0151,54.0924,78.89,94,90,8.05,light intensity drizzle,2021-08-08 15:42:47
384,Adrar,MR,20.5022,-10.0711,104.31,13,5,16.22,clear sky,2021-08-08 15:42:52
385,Zalantun,CN,48.0,122.7167,66.27,98,100,8.14,overcast clouds,2021-08-08 15:42:53
386,San Fernando,PH,15.0286,120.6898,82.42,89,100,3.44,overcast clouds,2021-08-08 15:42:53
387,Elizabethtown,US,37.694,-85.8591,84.74,67,1,3.44,clear sky,2021-08-08 15:42:53
388,Sitapur,IN,27.5667,80.6833,80.67,90,88,6.04,overcast clouds,2021-08-08 15:42:54
389,Joshimath,IN,30.5667,79.5667,71.26,92,90,0.96,heavy intensity rain,2021-08-08 15:33:48
390,Berezovyy,RU,51.6667,135.7,49.51,99,100,4.94,heavy intensity rain,2021-08-08 15:42:54
391,Laguna,US,38.421,-121.4238,82.9,76,1,3.0,clear sky,2021-08-08 15:42:54
392,Utete,TZ,-7.986,38.758,75.76,54,71,6.44,broken clouds,2021-08-08 15:42:55
393,Yamasaki,JP,35.0,134.55,77.41,92,100,9.78,heavy intensity rain,2021-08-08 15:42:55
394,Nalut,LY,30.3333,10.85,108.48,7,1,11.88,clear sky,2021-08-08 15:42:55
395,Ojinaga,MX,29.5667,-104.4167,91.58,42,1,6.91,clear sky,2021-08-08 15:42:56
396,Adre,TD,13.4667,22.2,68.43,88,100,5.32,overcast clouds,2021-08-08 15:42:56
397,Vallenar,CL,-28.5708,-70.7581,55.51,52,38,3.83,scattered clouds,2021-08-08 15:42:57
398,Krasnyy Kut,RU,50.95,46.9667,85.91,23,100,8.03,overcast clouds,2021-08-08 15:42:57
399,Marsh Harbour,BS,26.5412,-77.0636,84.15,68,11,8.1,few clouds,2021-08-08 15:42:58
400,Yurga,RU,55.7231,84.8861,62.55,87,45,3.67,scattered clouds,2021-08-08 15:42:58
401,Bethel,US,41.3712,-73.414,79.9,76,1,0.0,clear sky,2021-08-08 15:42:58
402,Korla,CN,41.7597,86.1469,83.62,29,100,9.37,overcast clouds,2021-08-08 15:33:01
403,Worcester,US,42.3334,-71.8328,81.45,73,90,1.01,overcast clouds,2021-08-08 15:42:59
404,Bonthe,SL,7.5264,-12.505,81.18,68,98,12.21,overcast clouds,2021-08-08 15:42:59
405,Sao Filipe,CV,14.8961,-24.4956,80.17,78,19,10.38,few clouds,2021-08-08 15:42:59
406,Sikandra,IN,26.3667,79.65,83.77,82,97,7.7,overcast clouds,2021-08-08 15:43:00
407,Coos Bay,US,43.3665,-124.2179,63.01,94,1,5.75,clear sky,2021-08-08 15:43:00
408,Westport,US,41.1415,-73.3579,79.61,90,75,3.0,broken clouds,2021-08-08 15:38:53
409,Khuzhir,RU,53.1939,107.3397,57.18,67,3,6.71,clear sky,2021-08-08 15:43:01
410,Balkhash,KZ,46.844,74.9804,78.84,43,40,6.42,scattered clouds,2021-08-08 15:43:01
411,Hasaki,JP,35.7333,140.8333,79.2,89,100,7.83,overcast clouds,2021-08-08 15:43:01
412,Richards Bay,ZA,-28.783,32.0377,68.25,72,0,12.39,clear sky,2021-08-08 15:43:02
413,Palmer,US,42.1584,-72.3287,81.63,61,75,6.91,broken clouds,2021-08-08 15:41:17
414,Riyadh,SA,24.6877,46.7219,107.74,11,73,13.4,broken clouds,2021-08-08 15:42:06
415,Mitchell,US,43.7094,-98.0298,71.58,83,1,9.22,clear sky,2021-08-08 15:43:02
416,Tessalit,ML,20.1986,1.0114,102.65,22,51,13.15,broken clouds,2021-08-08 15:43:03
417,Union,US,40.6334,-74.2663,81.18,68,90,8.05,overcast clouds,2021-08-08 15:43:03
418,Vestmanna,FO,62.1564,-7.1664,54.52,94,90,10.36,overcast clouds,2021-08-08 15:42:49
419,Dolores,AR,-36.3132,-57.6792,45.57,80,100,16.08,moderate rain,2021-08-08 15:43:04
420,Lhokseumawe,ID,5.1801,97.1507,80.26,84,61,5.84,broken clouds,2021-08-08 15:43:04
421,Masagua,GT,14.2031,-90.8481,85.82,69,99,4.54,overcast clouds,2021-08-08 15:43:04
422,Maymyo,MM,22.0333,96.4667,68.5,93,98,0.67,overcast clouds,2021-08-08 15:43:05
423,Pandamatenga,BW,-18.5278,25.627,70.97,23,0,5.99,clear sky,2021-08-08 15:43:05
424,Odweyne,SO,9.4092,45.064,85.59,35,39,9.82,light rain,2021-08-08 15:43:05
425,Chenzhou,CN,25.8,113.0333,82.49,80,98,3.91,light rain,2021-08-08 15:43:06
426,Paraisopolis,BR,-22.5542,-45.78,74.03,40,5,3.02,clear sky,2021-08-08 15:43:06
427,Cabatuan,PH,10.8794,122.486,76.8,88,100,5.14,moderate rain,2021-08-08 15:43:06
428,Djibo,BF,14.1022,-1.6306,95.61,32,95,5.46,overcast clouds,2021-08-08 15:43:07
429,Conde,BR,-7.2597,-34.9075,83.66,58,75,19.57,broken clouds,2021-08-08 15:43:07
430,Srednekolymsk,RU,67.45,153.6833,49.57,74,5,2.66,clear sky,2021-08-08 15:42:29
431,Eyl,SO,7.9803,49.8164,77.36,79,80,25.61,broken clouds,2021-08-08 15:43:08
432,Troitskoye,RU,52.9821,84.6757,67.1,57,18,7.36,few clouds,2021-08-08 15:43:08
433,Ranot,TH,7.7777,100.3213,83.05,75,60,10.49,light rain,2021-08-08 15:43:09
434,Rocha,UY,-34.4833,-54.3333,60.21,87,97,9.57,overcast clouds,2021-08-08 15:43:09
435,Sawakin,SD,19.1059,37.3321,93.96,42,42,21.39,scattered clouds,2021-08-08 15:43:09
436,Markova,UA,48.6758,24.4138,81.99,63,24,1.86,few clouds,2021-08-08 15:43:10
437,Svetlaya,RU,46.5389,138.3297,58.68,91,100,15.14,overcast clouds,2021-08-08 15:43:10
438,Peniche,PT,39.3558,-9.3811,78.28,54,0,16.15,clear sky,2021-08-08 15:43:10
439,Altay,CN,47.8667,88.1167,64.92,33,22,6.98,few clouds,2021-08-08 15:43:11
440,Rio Gallegos,AR,-51.6226,-69.2181,42.85,61,0,23.02,clear sky,2021-08-08 15:32:29
441,Buraydah,SA,26.326,43.975,108.05,9,65,11.41,broken clouds,2021-08-08 15:33:11
442,Veinticinco De Mayo,AR,-35.4323,-60.1727,49.57,66,98,16.93,moderate rain,2021-08-08 15:43:11
443,Gorontalo,ID,0.5412,123.0595,74.17,94,82,1.88,broken clouds,2021-08-08 15:43:12
444,Oxford,GB,51.7522,-1.256,69.22,67,75,3.0,broken clouds,2021-08-08 15:43:12
445,Waingapu,ID,-9.6567,120.2641,74.19,77,57,8.16,broken clouds,2021-08-08 15:43:13
446,Bloomfield,US,40.8068,-74.1854,80.94,65,20,5.01,few clouds,2021-08-08 15:43:13
447,Krasnokamensk,RU,50.0979,118.0369,61.52,83,62,2.28,broken clouds,2021-08-08 15:43:13
448,Lata,PT,40.1629,-8.3327,85.05,36,0,12.24,clear sky,2021-08-08 15:43:14
449,Kaniama,CD,-7.5667,24.1833,86.07,17,77,3.6,broken clouds,2021-08-08 15:43:14
450,Trebinje,BA,42.7119,18.3442,90.75,17,0,12.66,clear sky,2021-08-08 15:40:41
451,Eldama Ravine,KE,0.0516,35.7308,56.62,90,81,2.13,moderate rain,2021-08-08 15:43:14
452,Toamasina,MG,-18.1667,49.3833,71.6,78,40,3.44,scattered clouds,2021-08-08 15:43:15
453,Acandi,CO,8.5063,-77.2778,84.25,72,70,3.11,broken clouds,2021-08-08 15:43:15
454,Bathsheba,BB,13.2167,-59.5167,86.61,74,20,23.02,few clouds,2021-08-08 15:43:15
455,Ilhabela,BR,-23.7781,-45.3581,72.14,61,0,4.68,clear sky,2021-08-08 15:38:39
456,Puerto Escondido,MX,15.85,-97.0667,85.03,70,40,6.91,scattered clouds,2021-08-08 15:33:52
457,Olga,RU,43.7444,135.2892,63.09,79,100,14.12,overcast clouds,2021-08-08 15:43:16
458,Geraldton,AU,-28.7667,114.6,64.81,88,11,12.66,few clouds,2021-08-08 15:42:43
459,Kambove,CD,-10.8764,26.5969,71.94,26,0,3.22,clear sky,2021-08-08 15:43:17
460,Kailua,US,21.4022,-157.7394,76.14,73,20,10.36,few clouds,2021-08-08 15:43:17
461,Puerto Lopez,CO,4.0845,-72.956,84.09,70,66,3.38,broken clouds,2021-08-08 15:43:17
462,Sioni,GE,41.9895,45.0239,80.96,50,77,4.72,broken clouds,2021-08-08 15:43:18
463,Wanxian,CN,30.8039,108.3897,77.31,98,99,5.21,light rain,2021-08-08 15:43:18
464,Maceio,BR,-9.6658,-35.7353,80.04,65,75,13.8,broken clouds,2021-08-08 15:41:29
465,Ghatampur,IN,26.1667,80.1667,82.4,85,99,6.69,heavy intensity rain,2021-08-08 15:43:18
466,Aripuana,BR,-9.1667,-60.6333,97.32,22,6,3.69,clear sky,2021-08-08 15:33:36
467,Huambo,AO,-12.7761,15.7392,79.11,8,36,6.31,scattered clouds,2021-08-08 15:43:19
468,Biak,ID,-0.9131,122.8766,75.09,86,64,5.64,broken clouds,2021-08-08 15:43:19
469,Mitsamiouli,KM,-11.3847,43.2844,76.68,68,36,8.3,light rain,2021-08-08 15:43:20
470,Clyde River,CA,70.4692,-68.5914,52.03,58,20,12.66,few clouds,2021-08-08 15:42:46
471,Port-Gentil,GA,-0.7193,8.7815,80.56,74,90,13.8,overcast clouds,2021-08-08 15:33:38
472,Deputatskiy,RU,69.3,139.9,49.48,76,60,3.0,broken clouds,2021-08-08 15:43:21
473,Fukue,JP,32.6881,128.8419,79.66,83,90,23.35,overcast clouds,2021-08-08 15:43:21
474,Niono,ML,14.2526,-5.993,91.53,42,88,5.91,overcast clouds,2021-08-08 15:43:22
475,Mishkino,RU,55.3389,63.9175,58.77,94,100,7.11,overcast clouds,2021-08-08 15:43:22
476,Ostersund,SE,63.1792,14.6357,59.45,94,75,8.05,broken clouds,2021-08-08 15:43:22
477,Methven,NZ,-43.6333,171.65,30.92,89,94,8.88,light snow,2021-08-08 15:43:22
478,Fortuna,US,40.5982,-124.1573,67.42,71,90,1.01,overcast clouds,2021-08-08 15:43:23
479,Hambantota,LK,6.1241,81.1185,80.94,89,20,10.36,few clouds,2021-08-08 15:43:23
480,Vidim,RU,56.4088,103.1106,60.31,52,67,3.11,broken clouds,2021-08-08 15:43:23
481,Vestmannaeyjar,IS,63.4427,-20.2734,61.79,72,0,17.27,clear sky,2021-08-08 15:43:01
482,Mao,ES,39.8885,4.2658,79.36,53,0,14.97,clear sky,2021-08-08 15:43:24
483,Belaya Kholunitsa,RU,58.84,50.8528,62.17,69,42,3.98,scattered clouds,2021-08-08 15:43:25
484,Casablanca,MA,33.5928,-7.6192,79.02,43,40,17.27,scattered clouds,2021-08-08 15:41:38
485,Port Blair,IN,11.6667,92.75,82.63,83,84,10.36,broken clouds,2021-08-08 15:43:21
486,Tungor,RU,53.3808,142.9564,50.47,83,41,4.52,scattered clouds,2021-08-08 15:43:25
487,El Paso,US,31.8001,-106.2005,90.66,38,75,5.75,broken clouds,2021-08-08 15:41:42
488,Lavrentiya,RU,65.5833,-171.0,42.13,89,100,13.8,overcast clouds,2021-08-08 15:43:26
489,Qaqortoq,GL,60.7167,-46.0333,48.7,76,9,16.51,clear sky,2021-08-08 15:43:26
490,Paamiut,GL,61.994,-49.6678,43.47,85,91,8.48,overcast clouds,2021-08-08 15:43:26
491,Hyeres,FR,43.1167,6.1167,88.74,38,0,16.11,clear sky,2021-08-08 15:43:27
492,Nampula,MZ,-15.1165,39.2666,78.75,38,75,9.22,broken clouds,2021-08-08 15:43:27
493,Liaozhong,CN,41.5061,122.7242,73.89,73,91,4.88,light rain,2021-08-08 15:43:28
494,Omsukchan,RU,62.5333,155.8,48.81,80,91,4.92,overcast clouds,2021-08-08 15:33:28
495,Margate,GB,51.3813,1.3862,68.7,64,100,4.0,overcast clouds,2021-08-08 15:43:28
496,Broome,US,42.2506,-75.833,82.81,63,1,1.99,clear sky,2021-08-08 15:43:28
497,Kungurtug,RU,50.5994,97.5228,52.99,78,74,2.62,broken clouds,2021-08-08 15:43:29
498,Chiniot,PK,31.72,72.9789,100.06,32,39,4.29,scattered clouds,2021-08-08 15:40:08
499,North Branch,US,45.5113,-92.9802,75.85,60,100,10.27,overcast clouds,2021-08-08 15:43:29
500,Chapais,CA,49.7834,-74.8492,64.18,33,26,6.76,scattered clouds,2021-08-08 15:43:30
501,Lensk,RU,60.7253,114.9278,57.15,94,62,0.56,broken clouds,2021-08-08 15:43:30
502,Carmarthen,GB,51.8555,-4.3054,65.89,72,20,31.07,few clouds,2021-08-08 15:43:30
503,Virginia Beach,US,36.8529,-75.978,77.05,78,90,9.22,overcast clouds,2021-08-08 15:39:55
504,Buin,CL,-33.7333,-70.75,50.32,83,98,2.19,overcast clouds,2021-08-08 15:43:31
505,Katsuura,JP,35.1333,140.3,82.51,91,100,15.68,overcast clouds,2021-08-08 15:40:36
506,Alofi,NU,-19.0595,-169.9187,73.29,83,98,13.8,overcast clouds,2021-08-08 15:43:31
507,Balagansk,RU,54.0103,103.0544,58.73,48,96,2.86,overcast clouds,2021-08-08 15:43:32
508,Debre Tabor,ET,11.85,38.0167,53.64,87,99,1.34,moderate rain,2021-08-08 15:43:32
509,Lubyany,RU,56.0378,51.4,78.44,55,62,5.84,broken clouds,2021-08-08 15:43:32
510,Coihaique,CL,-45.5752,-72.0662,44.55,65,20,6.91,few clouds,2021-08-08 15:43:33
511,Sokoto,NG,13.0609,5.239,89.51,51,93,10.25,overcast clouds,2021-08-08 15:43:33
512,San Patricio,US,28.017,-97.5169,89.91,56,8,15.88,clear sky,2021-08-08 15:42:19
513,Manokwari,ID,-0.8667,134.0833,77.18,81,99,2.04,overcast clouds,2021-08-08 15:43:34
514,Sembakung,ID,3.8167,117.25,80.53,95,100,0.72,overcast clouds,2021-08-08 15:43:34
515,Price,US,39.5994,-110.8107,70.86,28,1,4.61,clear sky,2021-08-08 15:43:34
516,Neuquen,AR,-38.9516,-68.0591,49.89,46,0,2.3,clear sky,2021-08-08 15:39:17
517,Tual,ID,-5.6667,132.75,79.92,81,100,19.06,overcast clouds,2021-08-08 15:43:35
518,Mattru,SL,7.6244,-11.8332,80.6,73,100,6.24,light rain,2021-08-08 15:43:35
519,Toora-Khem,RU,52.4675,96.11,57.88,79,79,1.57,broken clouds,2021-08-08 15:43:35
520,Yima,CN,34.7381,111.8839,76.53,77,80,1.3,light rain,2021-08-08 15:43:36
521,Riviere-Au-Renard,CA,48.9957,-64.3971,66.49,60,6,13.0,clear sky,2021-08-08 15:43:36
522,Prado,BR,-17.3411,-39.2208,75.15,63,37,11.83,scattered clouds,2021-08-08 15:43:37
523,Vernon,CA,50.2581,-119.2691,63.81,89,100,0.0,overcast clouds,2021-08-08 15:40:00
524,Namibe,AO,-15.1961,12.1522,69.08,79,63,11.68,broken clouds,2021-08-08 15:43:37
525,Loandjili,CG,-4.7561,11.8578,78.91,73,40,8.05,scattered clouds,2021-08-08 15:43:38
